6.000000000000000000e+00,6.200000000000000178e+00,6.400000000000000355e+00,6.600000000000000533e+00,6.800000000000000711e+00,7.000000000000000888e+00,7.200000000000001066e+00,7.400000000000001243e+00,7.600000000000001421e+00,7.800000000000001599e+00,8.000000000000001776e+00,8.200000000000002842e+00,8.400000000000002132e+00,8.600000000000001421e+00,8.800000000000002487e+00,9.000000000000003553e+00,9.200000000000002842e+00,9.400000000000002132e+00,9.600000000000003197e+00,9.800000000000004263e+00,1.000000000000000355e+01,1.020000000000000284e+01,1.040000000000000391e+01,1.060000000000000497e+01,1.080000000000000426e+01,1.100000000000000355e+01,1.120000000000000462e+01,1.140000000000000568e+01,1.160000000000000497e+01,1.180000000000000426e+01,1.200000000000000533e+01,1.220000000000000639e+01,1.240000000000000568e+01,1.260000000000000497e+01,1.280000000000000604e+01,1.300000000000000711e+01,1.320000000000000639e+01,1.340000000000000568e+01,1.360000000000000675e+01,1.380000000000000782e+01,1.400000000000000711e+01,1.420000000000000639e+01,1.440000000000000746e+01,1.460000000000000853e+01,1.480000000000000782e+01
-1.500000000000000000e+00,-1.489999999999999991e+00,-1.060000000000000053e+00,-1.469999999999999973e+00,-1.219999999999999973e+00,-9.699999999999999734e-01,-1.100000000000000089e+00,-1.219999999999999973e+00,-1.010000000000000009e+00,-1.020000000000000018e+00,-8.800000000000000044e-01,-9.500000000000000666e-01,-8.900000000000000133e-01,-8.499999999999999778e-01,-8.399999999999999689e-01,-9.799999999999999822e-01,-7.099999999999999645e-01,-6.500000000000000222e-01,-7.700000000000000178e-01,-9.899999999999999911e-01,-1.020000000000000018e+00,-8.499999999999999778e-01,-8.399999999999999689e-01,-7.099999999999999645e-01,-7.099999999999999645e-01,-9.000000000000000222e-01,-8.399999999999999689e-01,-8.000000000000000444e-01,-9.300000000000000488e-01,-4.899999999999999911e-01,-5.000000000000000000e-01,-1.080000000000000071e+00,-3.599999999999999867e-01,-7.299999999999999822e-01,-5.000000000000000000e-01,-5.799999999999999600e-01,-5.300000000000000266e-01,-7.099999999999999645e-01,-8.599999999999999867e-01,-6.800000000000000488e-01,-3.500000000000000333e-01,-6.600000000000000311e-01,-3.099999999999999978e-01,-7.700000000000000178e-01,-6.300000000000000044e-01
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
